cik,sic,conm
1078295,7372,MARIMBA INC
1078383,5990,IPARTY CORP
1078404,4899,ARDENT COMMUNICATIONS INC
1078425,7373,LATITUDE COMMUNICATIONS INC
1078577,7370,APPLIEDTHEORY CORP
1078693,7370,HEARME
1078717,7373,SSP SOLUTIONS INC
1078749,7370,TPN HOLDINGS PLC  -ADR
1078982,4813,INFOINTERACTIVE INC
1079023,3559,VARIAN SEMICONDUCTOR EQUIPMT
1079028,3826,VARIAN INC
1079171,7372,NORTHCORE TECHNOLOGIES INC
1079182,4931,NIAGARA MOHAWK HOLDINGS INC
1079270,7331,LIFEMINDERS INC
1079286,4812,SONERA OYJ
1079385,6020,CORNERSTONE BANCORP INC
1079406,7370,BIZNESSONLINE.COM INC
1079451,7372,SILKNET SOFTWARE INC
1079577,6321,STANCORP FINANCIAL GROUP INC
1079786,5047,GEORGE FOREMAN ENTERPRISES
1079880,7370,ONESOURCE INFORMATION SVCS
1079996,6411,LIFE QUOTES INC
1080014,2836,INNOVIVA INC
1080029,5912,DOUGHERTYS PHARMACY INC
1080034,7370,CONVERSANT INC
1080056,7370,THESTREET INC
1080063,3751,DUCATI MOTOR HOLDING SPA
1080088,7370,LIVEWORLD INC
1080099,7372,INFORMATICA CORP
1080131,7370,INTERNET BRANDS INC
1080187,5621,DAVIDS BRIDAL INC
1080205,4941,AZURIX CORP
1080224,7370,EDGAR ONLINE INC
1080232,7389,COMPS.COM INC
1080259,3663,TECHNICOLOR SA
1080280,2253,ST JOHN KNITS INTL INC
1080290,3577,CONSTELLATION 3D INC
1080306,7372,PORTAL SOFTWARE INC
1080340,6798,MANHATTAN BRIDGE CAPITAL INC
1080343,6020,GRUPO FINANCIERO SERFIN SA
1080359,7310,ALLOY INC
1080360,3490,CHINA VALVES TECHNOLOGY INC
1080558,4899,NORTHPOINT COMMUNICATIONS GP
1080657,6798,PRESIDIO PROPERTY TRUST INC
1080667,3663,DITECH NETWORKS INC
1080709,2836,ARENA PHARMACEUTICALS INC
1080720,6726,GABELLI UTILITY TRUST
1080747,7373,GREENWAY MEDICAL TECH INC
1080764,8700,ADFORCE INC
1080784,8711,AIMGLOBAL TECHNOLOGIES INC
1080922,8711,KEITH COMPANIES INC
1080926,1311,TIKAL RESOURCES CORP
1081004,5122,WOMEN FIRST HEALTHCARE
1081015,6141,NEXTCARD INC
1081022,2340,DELTA GALIL INDUSTRIES LTD
1081078,3674,API TECHNOLOGIES CORP
1081154,7372,CALICO COMMERCE INC
1081182,6162,MORTGAGE.COM INC
1081197,3674,GLOBESPANVIRATA INC
1081202,5961,FASHIONMALL.COM
1081206,7373,CHINA TRANSINFO TECHNOLOGY
1081207,3540,JORE CORP
1081290,7373,REDBACK NETWORKS INC
1081316,4991,BERKSHIRE HATHAWAY ENERGY CO
1081389,6162,PRISM FINANCIAL CORP
1081393,7370,ZIPLINK INC
1081394,7370,SCIENT CORP
1081404,7389,NETCENTIVES INC
1081614,7370,ATPLAN INC
1081630,7370,HEALTHGATE DATA CORP
1081661,7370,EASYLINK SERVICES CP  -CL A
1081665,4899,NETWORK ACCESS SOLUTIONS CP
1081745,7372,INTELLINETICS INC
1081824,4813,CARRIER1 INTERNATIONAL SA
1081920,7330,3DSHOPPING .COM
1082000,7370,CAREINSITE INC
1082038,2834,DURECT CORP
1082064,7372,BACKWEB TECHNOLOGIES LTD
1082084,6411,BROOKE CAPITAL CORP
1082193,5945,ZANY BRAINY INC
1082324,7372,VIRNETX HOLDING CORP
1082337,6162,E-LOAN INC
1082368,6020,BANK OF FLORIDA CORP
1082397,7372,VIEWLOCITY INC
1082423,5812,RUBIO'S RESTAURANTS INC
1082456,7372,LIQUENT INC
1082471,6020,INTEGRITY FINANCIAL CORP
1082484,6020,TEAM FINANCIAL INC
1082510,4931,UIL HOLDINGS CORP
1082526,7372,SCIQUEST INC
1082554,2834,UNITED THERAPEUTICS CORP
1082564,6036,FIRST CMNTY BK CORP AMER
1082690,6211,ONLINETRADINGINC.COM INC
1082735,6035,GREATER ATLANTIC FINANCIAL
1082754,7361,TEAM HEALTH HOLDINGS INC
1082797,7331,MYPOINTS.COM INC
1082802,7370,TOPJOBS.NET PLC  -ADR
1082852,3576,AIRONET WIRELESS COMM
1082923,7370,STAMPS.COM INC
1083087,7370,US SEARCH.COM INC
1083132,2835,IMMUNICON CORP/DE
1083220,5961,XCEL BRANDS INC
1083286,6020,SKYLANDS FINANCIAL CORP
1083301,7370,IKONICS CORP
1083384,7812,XXIS CORP
1083446,8090,APOLLO MEDICAL HOLDING INC
1083522,2086,JONES SODA CO
1083523,1311,VANDERBILT ENERGY CORP
1083536,6726,MUNIHOLDINGS INSD FD III INC
1083643,6020,FAUQUIER BANKSHARES INC
1083689,6020,SOUTHCOAST FINANCIAL CORP
1083712,7389,MECKLERMEDIA CORP
1083743,3690,FLUX POWER HOLDINGS INC
1083753,3089,THERMOVIEW INDUSTRIES INC
1083839,6726,NUVEEN QUALITY MUNI INCM FD
1083992,7310,EGREETINGS NETWORK INC
1084048,7370,J2 GLOBAL INC
1084103,4899,NETWOLVES CORP
1084145,7373,RAMP NETWORKS INC
1084201,2836,SINOVAC BIOTECH LTD
1084230,2086,PEPSIAMERICAS INC
1084267,7310,MOBIQUITY TECHNOLOGIES INC
1084304,3411,AMERICAN NATL CAN GROUP INC
1084329,7385,DIGITAL ISLAND INC
1084332,7370,SALON MEDIA GROUP INC
1084384,7370,PARETEUM CORP
1084400,7372,PERSISTENCE SOFTWARE INC
1084408,7372,VERITAS SOFTWARE CORP
1084421,4841,INSIGHT COMMUNICATIONS CO
1084482,7370,NFRONT INC
1084496,6726,MUNIHOLDINGS NJ INSD FD IV
1084498,6726,MUNIHOLDINGS NY INSD FD IV
1084500,6726,MUNIHOLDINGS CAL INSD FD V
1084502,6726,MUNIHOLDINGS FLA INSD FD V
1084544,4813,YAK COMMUNICATIONS INC
1084554,2860,LIGHTBRIDGE CORP
1084561,7373,RSTAR CORP
1084573,7372,ENGAGE INC
1084577,7370,CYREN LTD
1084580,6211,JEFFERIES GROUP LLC
1084587,4899,360NETWORKS INC
1084609,7310,WOMEN.COM NETWORKS INC
1084717,6020,PACIFIC CONTINENTAL CORP
1084722,3576,GADZOOX NETWORKS INC
1084726,3841,MEDSOURCE TECHNOLOGIES INC
1084727,6020,NEXITY FINANCIAL CORP
1084750,7374,NAVISITE INC
1084752,6794,INVENTERGY GLOBAL INC
1084755,7372,ARIBA INC
1084765,8742,RESOURCES CONNECTION INC
1084817,7372,RESPONSYS INC
1084827,7372,NETIQ CORP
1084866,7373,BE FREE INC
1084869,5961,1-800-FLOWERS.COM
1084876,3829,RAE SYSTEMS INC
1084887,6020,W HOLDING CO INC
1084961,6153,ENCORE CAPITAL GROUP INC
1084966,3841,ABVIVA INC
1084991,7359,NATURAL GAS SERVICES GROUP
1085061,3661,EFFICIENT NETWORKS INC
1085095,6211,TD WATERHOUSE GROUP INC
1085098,7370,DIGEX INC
1085223,7310,SWITCHBOARD INC
1085243,3690,VIRTRA INC
1085280,7372,TIBCO SOFTWARE INC
1085359,6512,BROOKFIELD OFFICE PPTYS INC
1085392,4931,PUGET ENERGY INC
1085482,5600,TWEEN BRANDS INC
1085586,7370,INTERLAND INC-OLD
1085621,9995,ACTUA CORP
1085634,7370,VOYAGER.NET INC
1085636,4213,CENTRAL FREIGHT LINES INC
1085653,7371,ECOLLEGE.COM
1085706,6020,METRO BANCORP INC
1085707,4812,NEXTEL PARTNERS INC
1085734,9995,BB LIQUIDATING INC
1085763,3663,WAVECOM SA
1085770,7370,MOVE INC
1085776,7372,LIBERATE TECHNOLOGIES
1085818,5961,GARDEN.COM INC
1085866,7370,DSL.NET INC
1085869,7370,PERFICIENT INC
1086088,2086,ROYAL CROWN COS INC
1086142,3555,DUOYUAN PRINTING INC
1086195,7372,ART TECHNOLOGY GROUP INC
1086222,7370,AKAMAI TECHNOLOGIES INC
1086319,1311,GASCO ENERGY INC
1086329,7372,PIVOTAL CORP
1086360,3711,SCANIA AB
1086384,7373,TANNING TECHNOLOGY CORP
1086403,7370,AGENCY.COM LTD
1086411,1311,JOHN D OIL AND GAS CO
1086434,3661,AUDIOCODES LTD
1086467,5961,DRUGSTORE.COM INC
1086472,4813,NET2PHONE INC
1086600,1220,ALLIANCE RESOURCE PTNRS  -LP
1086606,4813,IXNET INC
1086637,7370,U S INTERACTIVE INC
1086740,4899,DELTATHREE INC
1086745,3711,DROPCAR INC
1086757,8742,BRAUN CONSULTING INC
1086844,4812,AIRGATE PCS INC
1086888,6311,MANULIFE FINANCIAL CORP
1086909,7372,BROADSOFT INC
1086937,7331,CYBERGOLD INC
1086939,8011,NOVAMED INC
1087194,7372,MISSION CRITICAL SOFTWARE
1087243,7372,ACCRUE SOFTWARE INC
1087277,7370,APTIMUS INC
1087294,2834,CUMBERLAND PHARMACEUTICALS
1087322,7370,LUMINANT WORLDWIDE CORP
1087423,7372,RED HAT INC
1087432,2836,INTERMUNE INC
1087456,6020,UNITED BANCSHARES INC/OH
1087477,2834,FMI HOLDINGS LTD
1087728,7370,HOTJOBS.COM INC
1087779,3663,NETRO CORP
1087782,5961,ENVISION DEVELOPMENT CORP
1087783,6726,NUVEEN ARIZ DIVID ADV MUN FD
1087785,6726,NUVEEN MICH DIV ADV MUNI FD
1087786,6726,NUVEEN NJ QUAL MUN INCM FD
1087787,6726,NUVEEN PA DIV ADVANTAGE MUN
1087788,6726,NUVEEN OH DIV ADV MUN FD
1087790,6020,ATLANTIC BANCGROUP INC
1087831,7372,PURCHASEPRO.COM
1087875,7370,COOLSAVINGS INC
1087879,7370,NETWORK COMMERCE INC
1087934,7370,INCONTACT INC
1087943,7370,YESMAIL.COM INC
1087955,3679,VIXEL CORP
1088022,7373,IPIX CORP
1088024,7370,PROMOTIONS.COM INC
1088033,7372,QUEST SOFTWARE INC
1088034,6099,USIO INC
1088116,7372,STARDRIVE SOLUTIONS INC
1088120,3812,TECHNOLOGY MONITORING SOLTNS
1088144,6035,ROME BANCORP INC
1088147,7372,ACTIVE SOFTWARE INC
1088162,3944,MAD CATZ INTERACTIVE INC
1088166,1311,PENGROWTH ENERGY CORP
1088214,7372,TELEMATE.NET SOFTWARE
1088242,3661,ELASTIC NETWORKS INC
1088244,7370,INTERMIX MEDIA INC
1088316,7370,BUSYBOX.COM INC
1088330,7373,DATA RETURN CORP
1088348,6211,WEB STREET INC
1088383,4812,TRITEL INC
1088454,3576,NETSCREEN TECHNOLOGIES INC
1088514,6036,EVERTRUST FINANCIAL GROUP
1088570,7370,C-BRIDGE INTERNET SOLTNS INC
1088653,7372,AGILE SOFTWARE CORP
1088724,7372,INFORMAX INC
1088755,3576,INTERSPEED INC
1088771,4813,LICT CORP
1088787,9995,CD INTERNATIONAL ENTERPRISES
1088820,7372,LOISLAW.COM INC
1088825,4841,TIVO INC
1088856,2834,CORCEPT THERAPEUTICS INC
1089026,7372,VIADOR INC
1089044,6211,LABRANCHE & CO INC
1089063,5940,DICKS SPORTING GOODS INC
1089094,6726,BLACKROCK STRATEGIC MUN TR
1089113,6020,HSBC HLDGS PLC
1089143,7389,COLLECTORS UNIVERSE INC
1089443,7372,DIGIMARC CORP -OLD
1089463,7372,TREND MICRO INC
1089496,3559,AIXTRON SE
1089500,6726,SAL TRUST PREFERRED FUND I
1089503,6020,COMMUNITY BANCORP INC/CA
1089511,4813,ALASKA COMMUNICATIONS SYS GP
1089531,3911,KINGOLD JEWELRY INC
1089567,8200,EDISON SCHOOLS INC
1089575,1220,NATIONAL COAL CORP
1089590,2040,NEW DRAGON ASIA CORP
1089613,7372,E.PIPHANY INC
1089624,6035,PULASKI BANCORP INC
1089638,7373,NESS TECHNOLOGIES INC
1089642,2621,UPM-KYMMENE CORP
1089695,4812,GRUPO IUSACELL SA
1089697,1311,SPINNAKER EXPLORATION CO
1089717,7372,INTERTRUST TECHNOLOGIES CORP
1089720,6020,COMMUNITY BANCORP/NJ
1089754,7370,NBC INTERNET INC
1089786,3861,LANIER WORLDWIDE INC
1089787,6020,BAY NATIONAL CORP
1089819,4911,CLECO CORP
1089821,6726,BLACKROCK PA STRATEGIC MUNI
1089830,6035,WEBSTER CITY FED BANCORP
1089872,7370,GAIA INC
1089874,4813,GOLDEN TELECOM INC
1089907,6159,SWK HOLDINGS CORP
1089909,5961,ASHFORD.COM INC
1089925,3576,ALTEON WEBSYSTEMS INC
1089932,4899,WQN INC
1089953,4832,RADIO UNICA COMMUNICATIONS
1089976,3089,PACTIV CORP
1089979,6162,NEWMARKET LATIN AMERICA INC
1090009,6020,SOUTHERN FIRST BANKSHARES
1090012,1311,DEVON ENERGY CORP
1090061,2821,OMNOVA SOLUTIONS INC
1090069,3679,CHEROKEE INTERNATIONAL CORP
1090071,3576,FOUNDRY NETWORKS INC
1090116,6726,NUVEEN AMTFREE  MUNI CRDT
1090117,6726,NUVEEN INSD CA DIVID ADV MUN
1090118,6726,NUVEEN CT DIVID ADV MUN FD
1090119,6726,NUVEEN MD DIVID ADV MUN FD
1090120,6726,NUVEEN MASS DIVID ADV MUN FD
1090121,6726,NUVEEN NC DIV ADV MUN FUND
1090122,6726,NUVEEN VA DIV ADV MUNI FD
1090123,6726,NUVEEN NY DIV ADV MUNI INCM
1090156,5400,VITAMINSHOPPE.COM INC
1090159,4813,INTERNET GOLD-GOLDEN LINES
1090215,3674,NEW FOCUS INC
1090309,2731,BOOKTECH.COM INC
1090403,6411,CATALYST HEALTH SOLUTIONS
1090425,6798,LAMAR ADVERTISING CO  -CL A
1090431,6726,BLACKROCK S&P500 PRTD ETQY
1090445,6531,HOMESERVICES.COM INC
1090480,4813,PUERTO RICO TELEPHONE CO
1090507,3690,MEDIS TECHNOLOGIES LTD
1090514,2834,AMERICAN ORIENTAL BIOENGR
1090633,7370,INTERNET INITIATIVE JAPAN INC
1090710,5045,EMACHINES INC
1090727,4210,UNITED PARCEL SERVICE INC
1090872,3826,AGILENT TECHNOLOGIES INC
1090908,7370,DETERMINE INC
1091158,7372,VISUAL SCIENCES INC/DE
1091164,2834,JIANGBO PHARMACEUTICALS INC
1091171,5944,BLUE NILE INC
1091212,7370,ASIACONTENT.COM LTD  -CL A
1091223,7372,MATERIALISE NV  -ADR
1091226,7372,NUMERICAL TECHNOLOGIES INC
1091271,7372,PREVIEW SYSTEMS INC
1091284,7389,REGISTER.COM INC
1091312,8011,SYMBION INC
1091325,7996,CHINA YIDA HOLDING CO
1091440,7331,NETCREATIONS INC
1091530,4832,XM SATELLITE RADIO HLDGS INC
1091560,7370,NETNATION COMMUNICATIONS INC
1091587,3613,ABB LTD
1091596,2836,NUO THERAPEUTICS INC
1091599,7370,ADSTAR INC
1091621,7310,MEDIAPLEX INC
1091667,4841,CHARTER COMMUNICATIONS INC
1091735,4731,PACER INTERNATIONAL INC
1091748,6351,ARGO GROUP INTL HOLDINGS LTD
1091756,4899,IBASIS INC
1091793,7374,CITIZENS FINANCIAL CORP
1091801,4888,MARTHA STEWART LIVING OMNIMD
1091822,3571,HANDSPRING INC
1091862,2820,CHEMTURA CORP
1091883,3490,CIRCOR INTL INC
1091893,7372,SMARTERKIDS.COM INC
1091953,4813,CHOICE ONE COMMUNICATION INC
1091973,4812,SUNCOM WIRELESS HOLDINGS INC
1092006,5621,CHARLOTTE RUSSE HOLDING INC
1092013,9995,ACME COMMUNICATIONS INC
1092015,6163,RHBT FINANCIAL CORP
1092050,8731,MICROISLET INC
1092099,6020,CIVITAS BANKGROUP INC
1092207,5411,DILLON COS
1092223,5411,MINI MART CORP
1092289,1311,TRANSATLANTIC PETROLEUM LTD
1092319,4899,CTC COMMUNICATIONS GROUP INC
1092325,8721,RESOURCEPHOENIX.COM INC
1092367,9995,SYCAMORE NETWORKS INC
1092393,4822,EXACTIS.COM INC
1092458,7372,TRIZETTO GROUP INC
1092481,6141,SHC CORP
1092492,3663,AXESSTEL INC
1092494,7370,ENTREPORT CP
1092536,7370,FASTNET CORP
1092605,7373,EMERGE INTERACTIVE INC
1092657,5961,WEBVAN GROUP INC
1092662,2835,CHEMBIO DIAGNOSTICS INC
1092699,7370,SPS COMMERCE INC
1092796,3480,SMITH & WESSON BRANDS INC
1092839,1311,DUNE ENERGY INC
1092840,1000,EUROZINC MINING CORP
1092895,6726,COLONIAL INSD MUN FD
1092896,6726,MFS CALIFORNIA MUNICIPAL FD
1092897,6726,COLONIAL N Y INSD MUN FD
1092914,4922,ATLAS PIPELINE PARTNER LP
1092917,7374,LTWC CORP
1093082,5031,HUTTIG BUILDING PRODUCTS INC
1093193,7373,CYSIVE INC
1093207,3577,CROSSROADS SYSTEMS INC
1093221,4899,PENTASTAR COMMUNICATIONS INC
1093242,7372,IMANAGE INC
1093272,3674,QUANTUM EFFECT DEVICES INC
1093273,7948,MAGNA ENTERTAINMENT CORP
1093282,6726,MUNIHOLDINGS INSD FD IV INC
1093285,5047,MEDI-HUT CO INC
1093428,6726,NUVEEN SR INCOME FD
1093429,3826,ORION RESEARCH INC
1093434,6794,NEXCEN BRANDS INC
1093513,7372,ONDISPLAY INC
1093546,8742,STONEPATH GROUP INC
1093549,7389,QXL RICARDO PLC
1093557,3845,DEXCOM INC
1093576,3661,MCK COMMUNICATIONS INC
1093580,7310,ANDOVER.NET INC
1093649,2836,IDENIX PHARMACEUTICALS INC
1093672,6020,PEOPLES BANCORP NC INC
1093691,3674,PLUG POWER INC
1093709,8742,ORGANIC INC
1093802,3661,NEXT LEVEL COMMUNICATION
1093837,3845,TELZUIT MEDICAL TECH INC
1093885,3576,SONICWALL INC
1093987,7822,INTL PICTURE SHOW CO
1094005,7370,SINA CORP
1094007,7370,RAINMAKER SYSTEMS INC
1094012,5961,EZ AUCTIONS & SHIPPING INC
1094034,7372,DATEC GROUP LTD
1094036,7372,CRYPTOLOGIC LTD
1094038,2836,MARKER THERAPEUTICS INC
1094058,7200,EDIETS.COM INC
1094084,3823,TELKONET INC
1094087,3576,JNI CORP
1094093,4911,PROGRESS ENERGY INC
1094202,4700,GETTHERE INC
1094215,7373,CONVERGENT GROUP CORP
1094238,8700,HARRIS INTERACTIVE INC
1094243,5065,SOMERA COMMUNICATIONS INC
1094285,3812,TELEDYNE TECHNOLOGIES INC
1094286,3569,WATER PIK TECHNOLOGIES INC
1094316,7372,TRINTECH GROUP PLC
1094320,6211,JESUP & LAMONT INC
1094323,5961,FOGDOG INC
1094324,4813,SIFY TECHNOLOGIES LTD -ADR
1094335,7373,NETZEE INC
1094348,8742,MATTERSIGHT CORP
1094360,7372,RETEK INC
1094364,1040,ST HELENA GOLD MINES
1094366,7372,RADWARE LTD
1094369,1520,NEW CHINA HOMES LTD
1094371,3674,VIRATA CORP
1094451,8200,SKILLSOFT CORP -OLD
1094517,3711,TOYOTA MOTOR CORP
1094560,7370,EL SITIO INC
1094561,7372,QUOVADX INC
1094572,3651,ICOP DIGITAL INC
1094739,3577,FINISAR CORP
1094808,7310,VERTRO INC
1094810,6020,MUTUALFIRST FINANCIAL INC
1094814,8742,CARTESIAN INC
1094831,6211,BGC PARTNERS INC
1094895,7372,SOAPSTONE NETWORKS INC
1094959,3674,H POWER CORP
1094961,2835,MONOGRAM BIOSCIENCES INC
1094972,5172,ULTRAPAR PARTICIPACOES SA
1095016,7370,HEALTHCENTRAL.COM
1095052,1000,PLATINUM GROUP METALS LTD
1095070,1311,BREK ENERGY CORP
1095073,6331,EVEREST RE GROUP LTD
1095079,7370,ARTISTDIRECT INC
1095099,5080,NORTEM NV
1095105,7331,DIGITAL IMPACT INC
1095157,7372,CAMINUS CORP
1095270,3674,CHARTERED SEMICONDUCTOR MFG
1095274,6020,FIRST NATL BANCSHARES INC/SC
1095277,7323,INTERSECTIONS INC
1095291,7370,WEB.COM GROUP INC
1095315,7389,PFSWEB INC
1095330,7372,SYMYX TECHNOLOGIES INC
1095348,3674,O2MICRO INTERNATIONAL LTD
1095409,3670,EPCOS AG
1095435,2836,PORTAGE BIOTECH INC
1095442,2860,CELANESE AG
1095471,2510,GUILDMASTER INC
1095478,3663,INTERWAVE COMMUN INTL LTD
1095480,8700,NETRATINGS INC
1095529,4899,GLOBALNET INC
1095565,7372,HEALTHSTREAM INC
1095583,3576,ADVANCED SWITCHING COMM INC
1095594,7372,T/R SYSTEMS INC
1095595,1311,CNOOC LTD
1095603,3290,COORSTEK INC
1095616,4813,JAZZTEL PLC
1095651,6798,ISTAR INC
1095658,5411,GATEWAY CORPN
1095691,7370,COMF5 INTERNATIONAL INC
1095701,7600,PHILIP SERVICES CORP
1095747,7372,JACADA LTD
1095792,7370,AVALON DIGITAL MARKETING SYS
1095825,7370,EBENX INC
1095858,2835,ERBA DIAGNOSTICS INC
1095862,6036,AMERICAN FINANCIAL HLDGS INC
1095901,7373,VERIDIAN CORP
1095981,2836,PLUS THERAPEUTICS INC
1095996,1531,WILLIAM LYON HOMES
1096019,1311,CARBON ENERGY CORP - OLD
1096056,3350,LUXFER HOLDINGS PLC
1096061,6020,NATIONAL BANK OF GREECE
1096088,7372,ONE VOICE TECHNOLOGIES INC
1096114,6282,ECHAPMAN INC
1096142,8082,GENTIVA HEALTH SERVICES INC
1096197,3661,ECTEL LTD
1096199,5961,GEEKNET INC
1096200,4911,ENEL SPA
1096219,7374,NEOFORMA INC
1096275,3714,
1096287,7372,XPEDIOR INC
1096300,3663,FLOWARE WIRELESS SYSTEMS LTD
1096325,3674,INTERSIL CORP  -CL A
1096339,1311,SARATOGA RESOURCES INC
1096343,6331,MARKEL CORP
1096349,4955,FUSION NETWORKS HOLDINGS INC
1096376,5961,NUTRISYSTEM INC
1096385,4923,VECTREN CORP
1096473,7372,EXTENSITY INC
1096479,6163,LENDINGTREE INC -OLD
1096481,3841,ANGIOTECH PHARMACEUTICALS
1096509,4813,TRINSIC INC
1096512,7370,INFONET SERVICES CORP
1096560,3559,SULPHCO INC
1096654,6020,OHIO LEGACY CORP
1096658,7372,CENTRA SOFTWARE INC
1096689,7372,OPTIO SOFTWARE INC
1096691,4812,PARTNER COMMUNICATIONS CO
1096738,7370,EPOCRATES INC
1096752,3420,EDGEWELL PERSONAL CARE CO
1096788,4899,KNOLOGY INC
1096791,1311,OILSANDS QUEST INC
1096839,7372,PRIME RESPONSE INC
1096936,8742,MARKETING CONCEPTS INTERNATI
1096958,7372,OPENTV CORP
1097002,7372,EVOLVE SOFTWARE INC
1097020,4841,I-CABLE COMMUNICATIONS LTD
1097070,5961,BUY.COM INC -REDH
1097086,5961,HONG KONG TECHNOLOGY VENTURE
1097119,7373,ZENGINE INC
1097136,3845,SENORX INC
1097149,3843,ALIGN TECHNOLOGY INC
1097264,2836,ALLOS THERAPEUTICS INC
1097297,3663,TIPPINGPOINT TECHNOLOGIES
1097313,3533,GRANT PRIDECO INC
1097338,7372,WITNESS SYSTEMS INC
1097362,6311,SUN LIFE FINANCIAL INC
1097453,2024,JEREMYS MICROBATCH ICE CREAM
1097503,7370,TRAFFIC.COM INC
1097516,7370,DIVINE INC  -CL A
1097523,7510,ANC RENTAL CORP
1097566,4813,KPNQWEST NV
1097636,7370,TERRA NETWORKS SA
1097641,7372,724 SOLUTIONS INC
1097668,6726,NUVEEN GA DIV ADV MUNI FD
1097714,7370,KOREA THRUNET CO LTD
1097792,7370,OMINTO INC
1097864,3674,ON SEMICONDUCTOR CORP
1097882,6020,CONNECTICUT BANCSHARES INC
1097892,7372,LIGHTSPAN INC
1098128,4700,EBOOKERS PLC
1098146,6020,PATRIOT NATIONAL BANCORP INC
1098151,6020,FIDELITY D & D BANCORP INC
1098277,7372,WEBSENSE INC
1098315,2834,GEOPHARMA INC
1098322,4700,HOTELS.COM
1098337,6036,FIRST MUTUAL BANCSHARES INC
1098402,7370,VIA NET.WORKS INC
1098432,3679,LUMENON INNOVATIVE LIGHTWAVE
1098462,3674,METALINK LTD
1098482,8742,INNOVARO INC
1098505,8300,CHILDREN'S WORLD INC
1098506,1040,RIO NARCEA GOLD MINES LTD
1098570,7389,IBEAM BROADCASTING CORP
1098574,7372,FIREPOND INC-OLD
1098659,4841,MEDIACOM COMMUNICATIONS CORP
1098782,8011,CONCENTRA MANAGED CARE INC
1098803,7372,APROPOS TECHNOLOGY INC
1098813,6020,COMMERCEFIRST BANCORP INC
1098834,3577,FARGO ELECTRONICS INC
1098937,7372,EPRISE CORP
1098972,2834,AGENUS INC
1099160,4832,BEASLEY BROADCAST GROUP INC
1099196,3559,MIRAE CORP
1099219,6311,METLIFE INC
1099290,1220,HONGLI CLEAN ENERGY TECHNL
1099305,6020,VIRGINIA COMM BANCORP INC
1099363,4813,NET2000 COMMUNICATIONS INC
1099414,2834,TANOX INC
1099517,6036,PORT FINANCIAL CORP
1099531,7372,VANTAGEMED CORP
1099590,5960,MERCADOLIBRE INC
1099674,7372,ARTEMIS INTL SOLUTIONS CORP
1099795,2750,IPRINT TECHNOLOGIES INC
1099800,3842,EDWARDS LIFESCIENCES CORP
1099918,7380,HENRY BROS ELECTRONICS INC
1099941,6797,MVC CAPITAL INC
1099944,7370,INFORTE CORP
1099958,6020,SANTANDER BANCORP
1099977,2092,CHINA MARINE FOOD GROUP LTD
1099980,6020,TAMALPAIS BANCORP
1100091,2890,ALDEROX INC
1100124,5961,CELEBRATE EXPRESS INC
1100202,4899,LENCO MOBILE INC
1100389,3571,PALM INC
1100395,7370,AMERICA ONLNE LTN AMR  -CL A
1100397,2836,ADVAXIS INC
1100408,5411,HOMEGROCER.COM INC
1100412,2836,ARRAY BIOPHARMA INC
1100427,2085,ALLIED DOMECQ PLC
1100514,7389,DIGITALTHINK INC
1100682,8731,CHARLES RIVER LABS INTL INC
1100683,9995,IPET HOLDINGS INC
1100778,6500,AMERICAN FUNERAL SVCS CORP
1100790,4911,BRITISH ENERGY GROUP
1100813,7372,OPSWARE INC
1100868,4841,CORUS ENTERTAINMENT INC
1100917,7370,ONVIA INC
1100969,7372,ASIAINFO-LINKAGE INC
1100983,6035,PEOPLES CMNTY BANCORP INC
1101020,2030,OVERHILL FARMS INC
1101026,2834,ZIVO BIOSCIENCE INC
1101052,2834,MYOGEN INC
1101147,7372,VIRAGE INC
1101169,3672,VIASYSTEMS GROUP INC
1101215,6141,ALLIANCE DATA SYSTEMS CORP
1101239,6798,EQUINIX INC
1101268,4812,PURPLE COMMUNICATIONS INC
1101302,3559,ENTEGRIS INC
1101395,5130,DUCK HEAD APPAREL CO INC
1101396,2300,DELTA APPAREL INC
1101547,7370,IGN ENTERTAINMENT INC
1101680,3661,DASAN ZHONE SOLUTIONS INC
1101757,7370,OTG SOFTWARE INC
1101851,6141,CREDIT STORE INC
1102238,6513,AMERICAN REALTY INVESTORS
1102266,6020,CENTERSTATE BANK CORP
1102287,6020,PREMIERWEST BANCORP
1102384,3674,ASAT HOLDINGS LTD  -ADR
1102448,7370,TELOCITY INC
1102541,7370,EARTHLINK HOLDINGS CORP
1102542,7372,SCO GROUP INC
1102556,7372,NUANCE COMMUNICATIONS-OLD
1102595,6020,NORTH BAY BANCORP/CA
1102643,6411,USI HOLDINGS CORP
1102741,3572,STEC INC
1102752,4813,FLAG TELECOM GROUP LTD
1102754,7370,PARTSBASE INC
1102901,4899,Q COMM INTL INC
1102934,2890,CMC MATERIALS INC
1102957,4731,IFCO SYSTEMS NV
1102993,7370,LIVEPERSON INC
1103013,7370,PEC SOLUTIONS INC
1103021,2834,BIODELIVERY SCIENCES INTL
1103025,7374,TRX INC
1103078,4991,RASER TECHNOLOGIES INC
1103088,7372,BLAZE SOFTWARE INC
1103184,7372,ULTICOM INC
1103234,7372,MOLDFLOW CORP
1103313,6141,EDUCATION LENDING GROUP INC
1103345,3620,BEACON POWER CORP
1103354,7372,SIGNALSOFT CORP
1103389,7200,IMPERIAL PARKING CORP
1103390,2836,ARDEA BIOSCIENCES INC
